wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1155.5499,0,0.05565,4.7387e-07,6.7769,6.8326
1155.5600,0,0.05565,4.7383e-07,6.7776,6.8333
1155.5700,0,0.05565,4.7378e-07,6.7783,6.8339
1155.5800,0,0.05565,4.7374e-07,6.7789,6.8346
1155.5901,0,0.05565,4.737e-07,6.7796,6.8352
1155.6001,0,0.05565,4.7365e-07,6.7803,6.8359
1155.6102,0,0.05565,4.7361e-07,6.7809,6.8366
1155.6202,0,0.05565,4.7356e-07,6.7816,6.8372
1155.6302,0,0.05565,4.7352e-07,6.7822,6.8379
1155.6403,0,0.05565,4.7348e-07,6.7829,6.8386
1155.6503,0,0.05565,4.7343e-07,6.7836,6.8392
1155.6603,0,0.05565,4.7339e-07,6.7842,6.8399
1155.6704,0,0.05565,4.7335e-07,6.7849,6.8406
1155.6804,0,0.05565,4.733e-07,6.7856,6.8412
1155.6904,0,0.05565,4.7326e-07,6.7862,6.8419
1155.7005,0,0.05565,4.7322e-07,6.7869,6.8425
1155.7105,0,0.05565,4.7317e-07,6.7876,6.8432
1155.7205,0,0.05565,4.7313e-07,6.7882,6.8439
1155.7306,0,0.05565,4.7308e-07,6.7889,6.8445
1155.7406,0,0.05565,4.7304e-07,6.7895,6.8452
1155.7507,0,0.05565,4.73e-07,6.7902,6.8458
1155.7607,0,0.05565,4.7295e-07,6.7909,6.8465
1155.7707,0,0.05565,4.7291e-07,6.7915,6.8472
1155.7808,0,0.05565,4.7286e-07,6.7922,6.8478
1155.7908,0,0.05565,4.7282e-07,6.7928,6.8485
1155.8008,0,0.05565,4.7278e-07,6.7935,6.8492
1155.8109,0,0.05565,4.7273e-07,6.7942,6.8498
1155.8209,0,0.05565,4.7269e-07,6.7948,6.8505
1155.8309,0,0.05565,4.7264e-07,6.7955,6.8511
1155.8410,0,0.05565,4.726e-07,6.7961,6.8518
1155.8510,0,0.05565,4.7256e-07,6.7968,6.8525
1155.8611,0,0.05565,4.7251e-07,6.7975,6.8531
1155.8711,0,0.05565,4.7247e-07,6.7981,6.8538
1155.8811,0,0.05565,4.7242e-07,6.7988,6.8544
